country,book,chapter,chapter_position,part_position,question_number,question_id,criteria_short,answer,justification,source_file,file_stem
France,Off on a Comet,Book 1 - Chapter 11,11,1,4,q4,how culturally different is space from earth?,Basically Earth society in space,"The discovery of St. Louis's tomb evokes deep cultural reverence. Servadac recognizes the French prayer book and the historical significance, and all make a reverential obeisance. Earth cultural and religious traditions persist.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 11,11,1,5,q5,do you speak same language on earth vs space ?,Same languages as Earth,Communication remains in French. The old French prayer book found in the mosque is readable by the characters.,France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 11,11,1,6,q6,is it hostile / hard to survive (bc of natural conditions),Harsh and resource-intensive,"The entire African coastline has been annihilated. Towns, mountains reaching 7,000 feet, and entire civilizations have vanished beneath a uniform shallow sea. The isolation is extreme.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 11,11,1,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),"The crew finds no survivors anywhere. The tomb of St. Louis is deserted, its custodian presumably perished. The Dobryna appears to carry the only living humans, compared to Noah's ark.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 11,11,1,8,q8,are there different countries in space? Or just one?,No political order / ungoverned,The complete destruction of the African coast means no political structure survives. The only human structure found is an ancient tomb with a guttering lamp.,France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 11,11,1,9,q9,genre of the book,Adventure / exploration,"The chapter follows the Dobryna's ongoing exploration, culminating in the atmospheric discovery of the lamp-lit island tomb of St. Louis rising from the devastated sea.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 11,11,1,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The exploration is conducted by a civilian yacht. The discovery of the tomb has religious and historical rather than military significance.,France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 11,11,1,11,q11,Is space characterized like another military domain?,Like the ocean / naval,"The chapter is entirely a naval voyage, with the Dobryna sailing at full steam, taking soundings, and making shore landings by boat. The sea dominates the narrative.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 11,11,1,12,q12,how physically different is space from earth?,Very different (human bodies/technology constantly challenged),The sea bottom is uniformly flat with unknown metallic dust instead of normal marine formations. Former mountain ranges and cities have been completely leveled. No trace of normal Mediterranean marine life remains.,France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,1,q1,is space something to be contested,No contestation,"No human conflict occurs. The crew discovers new land to the south, then sails eastward along an entirely new coastline of strange geological formation, finding it utterly barren and inhospitable.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)","The Dobryna is purely in transit, exploring the new coastline. No habitation is possible on the barren, precipitous new land they discover, which is described as naked and devoid of all life.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,3,q3,how long is journey / how  far from earth,Moderate journey (months/meaningful separation),"Temperature has dropped to 20 degrees as the Earth recedes from the sun, now apparently approaching Mars's orbit. The sun's disc matches what Mars observers would see, confirming great distance from Earth's normal position.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,4,q4,how culturally different is space from earth?,Basically Earth society in space,The crew maintains Earth naval customs and social hierarchy. Servadac longs for Algeria and wants to take Ben Zoof to Gibraltar. European national identities remain paramount.,France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,5,q5,do you speak same language on earth vs space ?,Same languages as Earth,Communication continues in French among the multilingual crew. No new languages or communication methods are introduced.,France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,6,q6,is it hostile / hard to survive (bc of natural conditions),Extremely hostile (constant survival pressure),"The new coastline is utterly barren: no vegetation, no soil, no marine life, rising 200-300 feet in sheer precipice. Sea birds desperately seek refuge on the schooner, finding no sustenance on the sterile land. A furious tempest threatens to destroy the Dobryna.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),"The sea remains completely deserted. No other vessels, no coastal settlements, no signs of human life anywhere. Malta has vanished. The Dobryna's crew feels increasingly conscious of their isolation.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,8,q8,are there different countries in space? Or just one?,No political order / ungoverned,Malta has disappeared entirely. No functioning political authority exists anywhere they have explored. The crew is alone in an ungoverned wasteland.,France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,9,q9,genre of the book,Thriller / Horror / Survival,"The chapter builds to a desperate survival climax as the Dobryna is driven by a hurricane toward sheer cliffs with no harbor of refuge. Lieutenant Procope declares their case desperate, and only a miraculous narrow opening in the rock saves them.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,"The Dobryna remains a civilian exploration vessel. The survival crisis is a natural disaster, not a military engagement.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,11,q11,Is space characterized like another military domain?,Like the ocean / naval,"The chapter is dominated by naval exploration and seamanship: charting coastlines, battling storms, navigating dangerous waters, and finding a narrow channel to escape destruction.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 12,12,1,12,q12,how physically different is space from earth?,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),The new land is composed of unknown metallic material with crystallizations rising like pyramids and obelisks. It glitters with pyrites-like brilliance and is completely devoid of all life. The geological formation is entirely alien to Earth experience.,France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 13,13,1,1,q1,is space something to be contested,"Low contestation (minor competition, little open conflict)",The chapter introduces British soldiers on Gibraltar who are unperturbed by the catastrophe. The only hint of contest is the cannon ball that accidentally damages the Dobryna and nearly hits the Russian sailor Panofka.,France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 13,13,1,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)","The British garrison occupies a tiny island remnant of Gibraltar, a military outpost with 13 men and subterranean stores. Their presence is characterized as holding a post while awaiting rescue from England.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 13,13,1,3,q3,how long is journey / how  far from earth,Moderate journey (months/meaningful separation),"The British garrison has been completely cut off from England since the catastrophe, with no ships or telegraph communication. They are separated by unknown distances from their homeland.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 13,13,1,4,q4,how culturally different is space from earth?,Basically Earth society in space,"The British officers maintain rigid military protocol, proper uniforms, pay schedules, four meals a day, and their chess game. They are quintessentially Earth society transplanted unchanged, even insisting England will surely send for them.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 13,13,1,5,q5,do you speak same language on earth vs space ?,Same languages as Earth,The British soldiers speak English among themselves. No new languages or translation technology is present.,France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 13,13,1,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,"The British garrison has ample preserved food, ale, and brandy for five years. However, their island is a tiny fragment, the telegraph cable is broken, and they have only one small boat. They note the shortened days and reduced gravity.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 13,13,1,7,q7,how common is it for humans to live in space,Uncommon (small specialist population),"The discovery of 13 British survivors on Gibraltar adds to the known population. Combined with Servadac, Ben Zoof, and the Dobryna crew, a small community of survivors is emerging.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
France,Off on a Comet,Book 1 - Chapter 13,13,1,8,q8,are there different countries in space? Or just one?,Earth nation-states extend into space,"The British officers emphatically maintain that Gibraltar is English territory, citing the Treaty of Utrecht. They fly the British standard and maintain military discipline as representatives of England.",France_Off_on_a_Comet.csv,France_Off_on_a_Comet
